EmpID	Name Prefix	First Name	Middle Initial	Last Name	Gender	E Mail	Father's Name	Mother's Name	Mother's Maiden Name	Date of Birth																
657922	Dr.	Rocky	S	Lee	M	rocky.lee@aol.com	Scott Lee	Cassey Lee	Robledo	1/7/1988																
822331	Mrs.	America	K	Cotton	F	america.cotton@verizon.net	Oren Cotton	Ethel Cotton	Terrill	2/13/1993																
315810	Drs.	Laurice	D	Archie	F	laurice.archie@comcast.net	Jared Archie	Amie Archie	Corona	1/17/1986																
708584	Hon.	Marquetta	I	Baber	F	marquetta.baber@yahoo.com	Warren Baber	Florine Baber	Callaghan	6/5/1971																
188411	Hon.	Florance	R	Jay	F	florance.jay@hotmail.co.uk	Desmond Jay	Nicola Jay	Ainsworth	3/11/1989																
830040	Mrs.	Carmon	Y	Bach	F	carmon.bach@gmail.com	Jack Bach	Cristin Bach	Hawes	6/20/1992																
272936	Mr.	Larry	R	Labelle	M	larry.labelle@gmail.com	Donnell Labelle	Chelsey Labelle	Spinks	1/18/1996																
229783	Mr.	Valentine	O	Hale	M	valentine.hale@gmail.com	Colton Hale	Cristine Hale	Fenwick	6/6/1970																
113746	Prof.	Seth	U	Berg	M	seth.berg@cox.net	Delbert Berg	Kathyrn Berg	Wenger	8/26/1979																
476125	Hon.	Charita	M	Meade	F	charita.meade@aol.com	Alexis Meade	Latoria Meade	Kellogg	5/23/1979																
623960	Hon.	Ricardo	P	Skipper	M	ricardo.skipper@yahoo.com	Laurence Skipper	Crista Skipper	Hinson	12/29/1987																
642207	Ms.	Camelia	O	Thiel	F	camelia.thiel@gmail.com	Gregory Thiel	Bianca Thiel	Rayburn	6/1/1988																
924434	Dr.	Buck	R	Olvera	M	buck.olvera@shaw.ca	Boris Olvera	Retha Olvera	Christy	5/28/1981																
122404	Mrs.	Glenda	J	Harwood	F	glenda.harwood@yahoo.com	Brett Harwood	Lanie Harwood	Ontiveros	2/26/1996																
116765	Prof.	Rodrick	M	Bergman	M	rodrick.bergman@gmail.com	Morgan Bergman	Christiane Bergman	Benge	7/7/1991																
868871	Mr.	Dario	C	Gresham	M	dario.gresham@gmail.com	Anderson Gresham	Astrid Gresham	Norman	4/7/1980																
795876	Prof.	Barney	K	Maguire	M	barney.maguire@charter.net	Stuart Maguire	Lise Maguire	Neuman	2/11/1978																
853782	Mrs.	Garnett	L	Fries	F	garnett.fries@hotmail.com	Earl Fries	Rachel Fries	Jorgensen	7/30/1973																
663298	Ms.	Arletta	Z	Cecil	F	arletta.cecil@gmail.com	Bud Cecil	Stefany Cecil	Engle	8/24/1968																
118378	Mrs.	Georgina	A	Hollins	F	georgina.hollins@shaw.ca	Rod Hollins	Thora Hollins	Rutter	1/11/1994																
602257	Ms.	Edith	T	Goetz	F	edith.goetz@hotmail.com	Diego Goetz	Vallie Goetz	Stein	7/11/1973																
992147	Hon.	Lenita	H	Houser	F	lenita.houser@gmail.com	Tim Houser	Shera Houser	Bowens	5/20/1984																
909012	Ms.	Delcie	W	Samuels	F	delcie.samuels@outlook.com	Domenic Samuels	Meta Samuels	Weeks	3/18/1989																
287703	Ms.	Mi	L	Bragg	F	mi.bragg@hotmail.com	Jerome Bragg	Dorthy Bragg	Gonsalves	7/19/1995																
263771	Mr.	Collin	Q	Lang	M	collin.lang@walmart.com	Dorsey Lang	Shemeka Lang	Allman	12/31/1971																
832473	Mr.	Ricky	I	Nielson	M	ricky.nielson@ibm.com	Hilario Nielson	Tisa Nielson	Yanez	11/5/1989																
691201	Hon.	Jon	R	Lynch	M	jon.lynch@gmail.com	Jose Lynch	Catherine Lynch	Springer	6/27/1977																
587185	Hon.	Tamera	H	Beaman	F	tamera.beaman@aol.com	Ramon Beaman	Patience Beaman	Hass	11/18/1965																
649397	Ms.	Georgeanna	R	Arellano	F	georgeanna.arellano@rediffmail.com	Chad Arellano	Marcy Arellano	Day	1/3/1959																
490050	Mr.	Craig	W	Jacks	M	craig.jacks@hotmail.com	Joe Jacks	Darby Jacks	Mauldin	3/13/1976																
386222	Mrs.	Priscila	L	Duarte	F	priscila.duarte@bellsouth.net	Duane Duarte	Wesley Duarte	Tenney	7/16/1965																
387755	Mr.	Earl	X	Partridge	M	earl.partridge@aol.com	Sidney Partridge	Remedios Partridge	Peachey	10/16/1959																
368562	Drs.	Huong	B	Cushman	F	huong.cushman@verizon.net	Winfred Cushman	Allena Cushman	Mancini	8/15/1959																
636590	Mr.	Jared	H	Hopson	M	jared.hopson@hotmail.com	Miquel Hopson	Lacy Hopson	Sherwood	2/21/1974																
478938	Mr.	Isreal	V	Burkett	M	isreal.burkett@hotmail.com	Val Burkett	Lynn Burkett	Swain	10/16/1995																
512602	Hon.	Lionel	B	Slade	M	lionel.slade@gmail.com	Armand Slade	Akiko Slade	Blackwood	4/16/1969																
785038	Mrs.	Marleen	T	Lord	F	marleen.lord@aol.com	Virgil Lord	Shayla Lord	Thibodeau	1/9/1980																
791895	Mr.	Andrew	T	Huntley	M	andrew.huntley@gmail.com	Erich Huntley	Thomasine Huntley	Valles	5/22/1961																
465497	Ms.	Merilyn	F	Noe	F	merilyn.noe@gmail.com	Beau Noe	Hedwig Noe	Zuniga	8/5/1984																
306614	Mr.	Eliseo	F	Spearman	M	eliseo.spearman@aol.com	Clay Spearman	Maryln Spearman	Colson	2/26/1982																
586377	Mr.	Wilfred	X	Mabe	M	wilfred.mabe@outlook.com	Bryon Mabe	Janis Mabe	Oneil	1/12/1988																
504413	Mr.	Junior	X	Dangelo	M	junior.dangelo@aol.com	Adam Dangelo	Brittney Dangelo	Temple	2/12/1960																
644998	Mr.	Wesley	G	Mclaurin	M	wesley.mclaurin@aol.com	Patricia Mclaurin	Evan Mclaurin	Christenson	8/5/1975																
261383	Mr.	Brad	U	Dobson	M	brad.dobson@ntlworld.com	Wilbert Dobson	Constance Dobson	Kohl	5/22/1962																
353364	Mr.	Grady	J	Spurlock	M	grady.spurlock@aol.com	Chong Spurlock	Chung Spurlock	Henke	7/24/1971																
754018	Hon.	Nichelle	D	Coombs	F	nichelle.coombs@gmail.com	Vincenzo Coombs	Jewell Coombs	Billingsley	6/25/1978																
577826	Ms.	Marjory	S	Silas	F	marjory.silas@gmail.com	Domenic Silas	Jacinta Silas	Ridenour	4/24/1964																
417979	Ms.	Annika	A	Hendrick	F	annika.hendrick@gmail.com	Jon Hendrick	Margo Hendrick	Madera	9/2/1986																
240566	Mrs.	Yoshiko	U	Snodgrass	F	yoshiko.snodgrass@gmail.com	Gregory Snodgrass	Tatyana Snodgrass	Harry	2/10/1958																
243670	Ms.	Janetta	T	Milligan	F	janetta.milligan@gmail.com	Willian Milligan	Aubrey Milligan	Billings	2/27/1991																
432871	Hon.	Isreal	N	Little	M	isreal.little@gmail.com	Francisco Little	Dodie Little	Angelo	8/12/1995																
769727	Mr.	Saul	X	Pearsall	M	saul.pearsall@ntlworld.com	Evan Pearsall	Lonna Pearsall	Ohara	12/31/1990																
545781	Mr.	Stacy	N	Becnel	M	stacy.becnel@gmail.com	Kirby Becnel	Hee Becnel	Baskin	4/13/1995																
802200	Hon.	Lucia	P	Hawkins	F	lucia.hawkins@gmail.com	Hershel Hawkins	Louie Hawkins	Lawrence	10/21/1958																
779198	Mrs.	Elnora	W	Perreault	F	elnora.perreault@hotmail.com	Theo Perreault	Ping Perreault	Carrington	4/13/1988																
998323	Ms.	Lavern	I	Brice	F	lavern.brice@shell.com	Bruno Brice	Genoveva Brice	Rader	1/22/1985																
723924	Mr.	Jerold	F	Horning	M	jerold.horning@aol.com	Val Horning	Prudence Horning	Peyton	5/17/1975																
564863	Ms.	Krystal	Z	Salisbury	F	krystal.salisbury@aol.com	Kory Salisbury	Lorina Salisbury	Hollis	7/1/1964																
822157	Hon.	Carlota	V	Doran	F	carlota.doran@yahoo.co.in	Arlen Doran	Stefani Doran	Mcmichael	5/26/1988																
432164	Ms.	Magan	O	Rivers	F	magan.rivers@earthlink.net	Marion Rivers	Drema Rivers	Forster	10/8/1993																
400918	Mrs.	Nancey	H	East	F	nancey.east@aol.com	Lloyd East	Sina East	Switzer	9/9/1966																
709446	Ms.	Daisey	N	Brittain	F	daisey.brittain@aol.com	Rosendo Brittain	Britteny Brittain	Moe	5/15/1960																
417271	Mrs.	Evie	D	Gonzales	F	evie.gonzales@aol.com	Milo Gonzales	Linette Gonzales	Pollack	12/5/1993																
893569	Mr.	Federico	A	Barnhart	M	federico.barnhart@aol.com	Shayne Barnhart	Vina Barnhart	Peace	10/26/1959																
609802	Drs.	Beverlee	Y	Merrell	F	beverlee.merrell@gmail.com	Aron Merrell	Alexander Merrell	Shockley	3/10/1960																
859051	Mr.	Jefferey	S	Ballinger	M	jefferey.ballinger@gmail.com	Elliot Ballinger	Sharell Ballinger	Demarco	12/29/1981																
528568	Mrs.	Victor	F	Leslie	F	victor.leslie@gmail.com	Rudolph Leslie	Kristine Leslie	Moniz	3/17/1974																
879337	Mr.	Maynard	C	Judge	M	maynard.judge@hotmail.com	Steve Judge	Shoshana Judge	Batson	1/22/1958																
804625	Ms.	Fatimah	H	Sayre	F	fatimah.sayre@gmail.com	Chung Sayre	Melia Sayre	Carrier	12/6/1966																
929314	Mr.	Jarrod	K	Cho	M	jarrod.cho@gmail.com	Chadwick Cho	Jamee Cho	Acuna	12/23/1972																
353588	Mr.	Brian	I	Small	M	brian.small@gmail.com	Jack Small	Glendora Small	Mcnally	5/24/1967																
630191	Mr.	Salvatore	K	Evers	M	salvatore.evers@walmart.com	Hilton Evers	Jacinda Evers	Mcclelland	2/15/1981																
540996	Ms.	Carolyn	Q	Sloan	F	carolyn.sloan@gmail.com	Bart Sloan	Gearldine Sloan	Caraballo	8/9/1959																
531182	Mr.	Lionel	Q	Haag	M	lionel.haag@gmail.com	Collin Haag	Brittaney Haag	Ortiz	5/13/1960																
892816	Mrs.	Pilar	E	Elkins	F	pilar.elkins@yahoo.co.in	Dwain Elkins	Marvel Elkins	Perdue	1/9/1983																
311332	Mrs.	Lauralee	J	Gee	F	lauralee.gee@yahoo.com	Demarcus Gee	Ronni Gee	Rosenthal	12/6/1958																
489976	Mr.	Ollie	F	Petrie	M	ollie.petrie@gmail.com	Luke Petrie	Debrah Petrie	Shelly	12/21/1969																
373696	Hon.	Michel	R	Lay	F	michel.lay@yahoo.com	Grant Lay	Suzanna Lay	Ali	3/2/1996																
741361	Mrs.	Lura	U	Mcqueen	F	lura.mcqueen@aol.com	Chase Mcqueen	Candida Mcqueen	Craddock	7/10/1982																
192998	Mr.	Nick	S	Light	M	nick.light@hotmail.com	Carlton Light	Meagan Light	Bautista	1/6/1973																
118633	Ms.	Mellisa	D	Savage	F	mellisa.savage@yahoo.com	Jesse Savage	Francoise Savage	Noble	6/7/1991																
333427	Ms.	Latricia	K	Parris	F	latricia.parris@gmail.com	Josue Parris	Louvenia Parris	Darden	12/23/1981																
991724	Dr.	Benedict	G	Noe	M	benedict.noe@sbcglobal.net	Jackson Noe	Shauna Noe	Corbett	8/21/1976																
164348	Mr.	Antonio	N	Grimm	M	antonio.grimm@gmail.com	Darius Grimm	Flossie Grimm	Mccool	4/3/1964																
926154	Mr.	Jesus	K	Bergstrom	M	jesus.bergstrom@bellsouth.net	Jeffry Bergstrom	Eden Bergstrom	Tolliver	7/11/1959																
412818	Mr.	Ervin	X	Liddell	M	ervin.liddell@aol.com	Alfred Liddell	Josephina Liddell	Rivard	4/11/1961																
581026	Ms.	Maud	F	Crawford	F	maud.crawford@yahoo.com	Donte Crawford	Johnny Crawford	Garris	12/28/1966																
358466	Ms.	Alice	L	Thames	F	alice.thames@rediffmail.com	Frederic Thames	Phyllis Thames	Moyer	3/9/1986																
124398	Ms.	Florene	I	Slack	F	florene.slack@gmail.com	Lenny Slack	Kisha Slack	Crosby	4/20/1966																
142955	Mr.	Heath	G	Barrett	M	heath.barrett@ntlworld.com	Devon Barrett	Leisha Barrett	Wertz	1/14/1983																
749337	Mrs.	Ardelle	I	Rowley	F	ardelle.rowley@gmail.com	Granville Rowley	Lekisha Rowley	Pleasant	7/21/1965																
221804	Mrs.	Patricia	E	Taggart	F	patricia.taggart@microsoft.com	Myron Taggart	Myrna Taggart	Yarborough	8/20/1990																
540676	Mr.	Brooks	F	Quick	M	brooks.quick@outlook.com	Haywood Quick	Marth Quick	Shapiro	1/5/1968																
875239	Prof.	Shelton	N	Sturm	M	shelton.sturm@hotmail.com	Demarcus Sturm	Stephaine Sturm	Crumpton	4/16/1965																
831348	Mr.	Earnest	Y	Whitmire	M	earnest.whitmire@hotmail.com	Joan Whitmire	Antonietta Whitmire	Batts	2/27/1975																
472516	Mr.	Wendell	D	Toler	M	wendell.toler@aol.com	Andres Toler	Joelle Toler	Purcell	2/24/1964																
298308	Prof.	Jarrett	F	Shaffer	M	jarrett.shaffer@gmail.com	Sung Shaffer	Phyliss Shaffer	Sage	6/28/1960																
295271	Mrs.	Philomena	I	Briley	F	philomena.briley@gmail.com	Lauren Briley	Charles Briley	Newby	6/14/1987																
492478	Ms.	Jerilyn	H	Will	F	jerilyn.will@bellsouth.net	Vincent Will	Jeanine Will	Jimenez	1/7/1970																
836566	Mr.	Daryl	H	Yarborough	M	daryl.yarborough@gmail.com	Saul Yarborough	Charise Yarborough	Derosa	6/13/1986																
497172	Ms.	Wanita	O	Leatherman	F	wanita.leatherman@gmail.com	Robin Leatherman	Georgina Leatherman	Smiley	8/30/1959																
492297	Ms.	Doris	D	Diggs	F	doris.diggs@exxonmobil.com	Carrol Diggs	Gwenn Diggs	Lapointe	1/10/1959																
409430	Ms.	Lizabeth	N	Werner	F	lizabeth.werner@hotmail.com	Hector Werner	Maddie Werner	Perales	3/2/1993																
672734	Mr.	Theron	O	Conrad	M	theron.conrad@gmail.com	Kendall Conrad	Roma Conrad	Danner	2/3/1977																
672047	Ms.	Aline	U	Villanueva	F	aline.villanueva@apple.com	Zane Villanueva	Nohemi Villanueva	Jackman	1/25/1982																
250877	Prof.	Trenton	J	Salinas	M	trenton.salinas@hotmail.com	Mason Salinas	Marisha Salinas	Gipson	11/20/1989																
506303	Ms.	Macie	M	Valdes	F	macie.valdes@hotmail.co.uk	Randell Valdes	Johnetta Valdes	Haight	1/20/1981																
708720	Mr.	Efrain	G	Rico	M	efrain.rico@hotmail.com	Jerome Rico	Shenna Rico	Hopson	10/15/1987																
695381	Ms.	Dallas	M	Mccaskill	F	dallas.mccaskill@yahoo.com	Teodoro Mccaskill	Loralee Mccaskill	Hammond	5/22/1986																
898105	Drs.	Kirsten	E	Snider	F	kirsten.snider@gmail.com	Elroy Snider	Ranee Snider	Otto	1/3/1981																
190704	Dr.	Mohammed	F	Mauro	M	mohammed.mauro@gmail.com	Dallas Mauro	Tierra Mauro	Churchill	12/5/1977																
555040	Mrs.	Pearly	O	Sanborn	F	pearly.sanborn@aol.com	Mathew Sanborn	Bridget Sanborn	Close	1/9/1988																
235632	Ms.	Lenora	G	Duarte	F	lenora.duarte@gmail.com	Markus Duarte	Bernie Duarte	Pate	11/23/1970																
817499	Dr.	Leif	C	Galvin	M	leif.galvin@aol.com	Levi Galvin	See Galvin	Simons	10/5/1994																
589857	Mrs.	Tanna	E	Kendall	F	tanna.kendall@gmail.com	Stevie Kendall	Aura Kendall	Dunham	6/10/1960																
885575	Prof.	Stuart	T	Wallace	M	stuart.wallace@gmail.com	Damion Wallace	Marcene Wallace	Orozco	7/9/1962																
215598	Mr.	Todd	Q	Burke	M	todd.burke@aol.com	Enrique Burke	Melanie Burke	Paxton	12/4/1992																
851778	Hon.	Sydney	J	Truitt	M	sydney.truitt@exxonmobil.com	Derek Truitt	Marlo Truitt	Ellsworth	7/28/1962																
786716	Mr.	Courtney	L	Wendt	M	courtney.wendt@gmail.com	Leroy Wendt	Janeth Wendt	Palumbo	1/21/1974																
507021	Mr.	Robbie	F	Sigmon	M	robbie.sigmon@yahoo.com	Rickey Sigmon	Shondra Sigmon	Weatherford	9/7/1969																
937415	Mrs.	Myrle	S	Wilhite	F	myrle.wilhite@gmail.com	Marc Wilhite	Christine Wilhite	Klinger	7/3/1993																
150085	Mr.	Edwin	V	Ventura	M	edwin.ventura@yahoo.co.in	Adrian Ventura	Alverta Ventura	Barth	4/3/1977																
500519	Prof.	Riley	D	Ohara	M	riley.ohara@yahoo.com	Odis Ohara	Sherry Ohara	Kaye	8/31/1957																
761662	Mr.	Ellis	A	Bentley	M	ellis.bentley@msn.com	Shon Bentley	Martha Bentley	Money	3/22/1966																
429784	Mr.	Blake	R	Spinks	M	blake.spinks@outlook.com	Rodolfo Spinks	Rema Spinks	Boland	9/22/1972																
237430	Mr.	Guillermo	B	Fontaine	M	guillermo.fontaine@charter.net	Brent Fontaine	Ami Fontaine	Oldham	9/20/1961																
322900	Ms.	Maybell	J	Farrell	F	maybell.farrell@gmail.com	Ambrose Farrell	Bernardine Farrell	Ketchum	12/13/1957																
374597	Ms.	Sharron	P	Craven	F	sharron.craven@verizon.net	Sammie Craven	Vinita Craven	Brunner	7/10/1982																
128523	Drs.	Magali	P	Gregg	F	magali.gregg@hotmail.com	Terence Gregg	Bridget Gregg	Crabtree	4/9/1970																
417472	Drs.	Arthur	T	Waldrop	F	arthur.waldrop@ntlworld.com	Trey Waldrop	Alisha Waldrop	Cardona	4/11/1961																
398445	Mr.	Cyril	B	Jefferson	M	cyril.jefferson@aol.com	Jeffrey Jefferson	Estelle Jefferson	Kramer	12/20/1992																
300957	Mr.	Bradford	N	Ingalls	M	bradford.ingalls@yahoo.co.in	Luis Ingalls	Margherita Ingalls	Settles	4/4/1986																
112680	Mr.	Ira	V	Nathan	M	ira.nathan@gmail.com	Jayson Nathan	Charleen Nathan	Isbell	12/18/1967																
508622	Hon.	Lavonia	B	Santos	F	lavonia.santos@aol.com	Karl Santos	Noella Santos	Seaton	4/3/1968																
216357	Prof.	Herschel	J	Willett	M	herschel.willett@gmail.com	Alvin Willett	Charlene Willett	Kish	9/14/1993																
795355	Mrs.	Catarina	B	Pitcher	F	catarina.pitcher@charter.net	Trevor Pitcher	Desirae Pitcher	Whitlow	10/18/1979																
785085	Mr.	Britt	D	Carrion	M	britt.carrion@aol.com	Nestor Carrion	Monica Carrion	Snook	3/19/1987																
246830	Mr.	Allan	S	Gatlin	M	allan.gatlin@walmart.com	Floyd Gatlin	Sandee Gatlin	Villareal	6/20/1980																
402124	Mr.	Willie	C	Vue	M	willie.vue@hotmail.com	Adrian Vue	Librada Vue	Travers	6/5/1979																
481325	Hon.	Paul	H	Hinson	M	paul.hinson@gmail.com	Darrick Hinson	Cinda Hinson	Andrus	10/1/1980																
330691	Prof.	Alejandro	M	Maki	M	alejandro.maki@aol.com	Zachery Maki	Marcell Maki	Bustamante	7/30/1991																
688356	Mrs.	Nila	V	Frank	F	nila.frank@yahoo.ca	Genaro Frank	Myra Frank	Counts	9/20/1981																
286965	Drs.	Kimberli	N	Ogden	F	kimberli.ogden@sbcglobal.net	Dee Ogden	Rochelle Ogden	Lu	4/13/1960																
976326	Mr.	Merlin	Z	Wilder	M	merlin.wilder@aol.com	Jewel Wilder	Tiny Wilder	Holliday	6/26/1963																
397119	Hon.	Jonathan	W	Halcomb	M	jonathan.halcomb@aol.com	Waldo Halcomb	Nakia Halcomb	Overstreet	3/12/1984																
501440	Ms.	Tracee	M	Rodrigues	F	tracee.rodrigues@bellsouth.net	Jarrod Rodrigues	Benita Rodrigues	Schubert	4/18/1961																
143936	Mrs.	Cleotilde	I	Calhoun	F	cleotilde.calhoun@gmail.com	Malcolm Calhoun	Maudie Calhoun	Briggs	9/29/1995																
183408	Ms.	Marybelle	N	Peak	F	marybelle.peak@hotmail.com	Jed Peak	Becki Peak	Phelan	7/15/1995																
441890	Ms.	Georgianna	N	Haugen	F	georgianna.haugen@aol.com	Tad Haugen	Olympia Haugen	Sturgis	4/20/1988																
480191	Drs.	Maude	B	James	F	maude.james@hotmail.com	Lon James	Lavonne James	Matheny	6/5/1972																
979602	Mr.	Grady	B	Decker	M	grady.decker@yahoo.com	Samual Decker	Carolann Decker	Yee	3/31/1980																
916209	Mr.	Frederic	B	Roger	M	frederic.roger@yahoo.com	Dewitt Roger	Agripina Roger	Talley	4/13/1984																
301864	Mr.	Josh	G	Turpin	M	josh.turpin@aol.com	Joaquin Turpin	Nelda Turpin	Soriano	10/9/1988																
280695	Mr.	Leo	J	Breeden	M	leo.breeden@hotmail.co.uk	Jean Breeden	Loretta Breeden	Vogel	11/15/1995																
992369	Mr.	Marcos	J	Bridges	M	marcos.bridges@yahoo.com	Tim Bridges	Alessandra Bridges	Hixson	6/24/1974																
190626	Mr.	Reid	A	Jamieson	M	reid.jamieson@exxonmobil.com	Adalberto Jamieson	Asuncion Jamieson	Mcintire	4/3/1969																
318240	Dr.	Reid	Z	Hardwick	M	reid.hardwick@aol.com	Santos Hardwick	Monika Hardwick	Dolan	7/27/1990																
712686	Mr.	Galen	I	Harry	M	galen.harry@gmail.com	Gavin Harry	Mariam Harry	Prather	5/29/1959																
253037	Mr.	Rocky	Y	Shin	M	rocky.shin@shaw.ca	Cletus Shin	Debora Shin	Murillo	1/8/1991																
960923	Prof.	Cedric	V	Hanes	M	cedric.hanes@msn.com	Stevie Hanes	Mona Hanes	Fong	9/17/1985																
794893	Dr.	Anthony	X	Gill	M	anthony.gill@gmail.com	Raleigh Gill	Hanna Gill	Gault	4/17/1960																
920098	Hon.	Wesley	S	Benson	F	wesley.benson@gmail.com	Jimmy Benson	Maryjo Benson	Kinney	3/3/1991																
274247	Prof.	Ollie	Q	Wilder	M	ollie.wilder@gmail.com	Horacio Wilder	Latarsha Wilder	Dibble	11/8/1974																
966954	Mr.	Joseph	U	Coleman	M	joseph.coleman@gmail.com	Milford Coleman	Sandi Coleman	Rau	3/22/1967																
790036	Mr.	Demetrius	K	Deboer	M	demetrius.deboer@yahoo.co.uk	Merlin Deboer	Lita Deboer	Barrios	8/6/1962																
228289	Drs.	Orpha	J	Corbett	F	orpha.corbett@aol.com	Toby Corbett	Chia Corbett	Logan	6/7/1971																
246591	Ms.	Logan	K	Bruner	F	logan.bruner@hotmail.com	Armando Bruner	Rachael Bruner	Mchugh	10/1/1978																
470277	Mr.	Freddy	I	Dunn	M	freddy.dunn@gmail.com	Abel Dunn	Ashlea Dunn	Stricklin	1/2/1960																
685668	Mr.	Brad	M	Mesa	M	brad.mesa@ibm.com	Carmine Mesa	Sharon Mesa	Barrios	10/13/1984																
213486	Prof.	Sam	I	Callaghan	M	sam.callaghan@gmail.com	Robt Callaghan	Lamonica Callaghan	Christian	10/31/1980																
608059	Mr.	Jamel	D	Barela	M	jamel.barela@hotmail.com	Vincent Barela	Victoria Barela	Schulte	11/20/1987																
434703	Ms.	Katherin	L	Kessler	F	katherin.kessler@gmail.com	Dane Kessler	Jeri Kessler	Samuel	7/17/1986																
534794	Mr.	Keven	M	Muniz	M	keven.muniz@cox.net	Gonzalo Muniz	Sara Muniz	Bagwell	4/13/1995																
772226	Ms.	Lina	T	Armijo	F	lina.armijo@yahoo.com	Boyd Armijo	Earleen Armijo	Beyer	1/27/1969																
613477	Mrs.	Delaine	G	Koenig	F	delaine.koenig@msn.com	Scott Koenig	Shanae Koenig	Hoffmann	4/20/1978																
929080	Drs.	Kym	K	Ponce	F	kym.ponce@gmail.com	Olin Ponce	Hyun Ponce	Layman	2/3/1987																
408650	Mr.	Broderick	V	Holton	M	broderick.holton@sbcglobal.net	Chuck Holton	Letha Holton	Heflin	2/15/1963																
857473	Mrs.	Adrien	D	Conn	F	adrien.conn@yahoo.com	Tomas Conn	Sheron Conn	Goldberg	4/13/1969																
570628	Drs.	Helaine	U	Chacon	F	helaine.chacon@gmail.com	Lloyd Chacon	Riva Chacon	Tam	5/12/1975																
641180	Hon.	Carlena	S	Foust	F	carlena.foust@aol.com	Scott Foust	Christa Foust	Conyers	2/4/1995																
966144	Mr.	Sol	J	Fair	M	sol.fair@yahoo.com	Justin Fair	Catherine Fair	Hensley	5/17/1994																
325834	Mr.	Morton	G	Chamberlin	M	morton.chamberlin@hotmail.com	Rusty Chamberlin	Doretha Chamberlin	Musgrove	8/13/1961																
743018	Mr.	Homer	P	Cardenas	M	homer.cardenas@aol.com	Cedric Cardenas	Christene Cardenas	Kennedy	4/22/1995																
169364	Mr.	Devon	I	Vo	M	devon.vo@gmail.com	Bryan Vo	Gregoria Vo	Battle	10/8/1961																
689968	Mr.	Shelton	Q	Briscoe	M	shelton.briscoe@yahoo.com	Christian Briscoe	Sanjuanita Briscoe	Broussard	11/6/1961																
229230	Mr.	Rusty	N	Johnson	M	rusty.johnson@hotmail.com	Joel Johnson	Rubye Johnson	Humes	9/4/1970																
474887	Mr.	Alton	Y	Olds	M	alton.olds@sbcglobal.net	Tad Olds	Francisca Olds	Melvin	10/6/1986																
203140	Ms.	Vinita	A	Ferrara	F	vinita.ferrara@sbcglobal.net	Moises Ferrara	Lena Ferrara	Carter	7/1/1970																
456046	Mr.	Keenan	L	Macpherson	M	keenan.macpherson@gmail.com	Leroy Macpherson	Hwa Macpherson	Towle	4/24/1992																
662117	Drs.	Shanell	L	Mccloskey	F	shanell.mccloskey@aol.com	Clemente Mccloskey	Shonta Mccloskey	Covey	2/3/1968																
205092	Mrs.	Joella	F	Nichols	F	joella.nichols@hotmail.com	Giovanni Nichols	Cleo Nichols	Diggs	3/10/1967																
814827	Mrs.	Penni	G	Shook	F	penni.shook@gmail.com	Damion Shook	Lin Shook	Kearney	6/17/1983																
325195	Mrs.	Libby	Y	Lemieux	F	libby.lemieux@verizon.net	Olin Lemieux	Claribel Lemieux	Thibodeau	4/14/1979																
608705	Mr.	Giuseppe	U	Franz	M	giuseppe.franz@verizon.net	Al Franz	Karina Franz	Cutler	12/10/1969																
147661	Dr.	Herbert	Y	Livingston	M	herbert.livingston@gmail.com	Leon Livingston	Marcell Livingston	Christianson	5/20/1964																
973446	Mr.	Bradley	X	Goforth	M	bradley.goforth@hotmail.com	Renaldo Goforth	Altagracia Goforth	Seal	1/24/1978																
112574	Dr.	Raleigh	O	Osorio	M	raleigh.osorio@yahoo.com	Stewart Osorio	Pamelia Osorio	Stroud	4/15/1992																
679076	Hon.	Millicent	E	Geary	F	millicent.geary@gmail.com	Erick Geary	Carey Geary	Sebastian	4/20/1978																
972355	Mrs.	Luanna	C	Lorenzo	F	luanna.lorenzo@aol.com	Cruz Lorenzo	Liane Lorenzo	Lemmon	1/18/1958																
947499	Ms.	Mike	S	Delong	F	mike.delong@hotmail.com	Cortez Delong	Star Delong	Mcmullin	6/9/1966																
179349	Ms.	Ettie	P	Kellum	F	ettie.kellum@aol.com	Merle Kellum	Sammie Kellum	Bean	7/10/1984																
734178	Mrs.	Leda	X	Haskell	F	leda.haskell@aol.com	Daron Haskell	Sofia Haskell	Boatman	9/30/1961																
262995	Hon.	Palma	O	Bowen	F	palma.bowen@gmail.com	Theodore Bowen	Rocio Bowen	Brooks	3/14/1977																
485520	Hon.	Traci	O	Mcmillen	F	traci.mcmillen@yahoo.co.in	Prince Mcmillen	Christiana Mcmillen	Richardson	12/5/1975																
668802	Mr.	Curtis	S	Kincaid	M	curtis.kincaid@gmail.com	Reed Kincaid	Virgil Kincaid	Luther	4/7/1968																
399717	Ms.	Mozella	B	Saxon	F	mozella.saxon@gmail.com	Alonso Saxon	Edris Saxon	Sharkey	10/14/1991																
753575	Mr.	Jody	Y	Pressley	M	jody.pressley@gmail.com	Marion Pressley	Ozella Pressley	Mauro	10/10/1963																
774412	Mr.	Quintin	E	Ammons	M	quintin.ammons@sbcglobal.net	Nestor Ammons	Zita Ammons	Macias	8/23/1990																
964668	Ms.	Lester	W	Donahue	F	lester.donahue@gmail.com	Bob Donahue	Grisel Donahue	Penrod	5/19/1995																
